#,Ticker,Company Name,Market Cap,Close,Previous Close,Change,% Change,Volume,Avg Volume,Relative Volume,Avg Dollar Volume,ADR %,Relative Measured Volatility,21 EMA,50 EMA,150 EMA,200 EMA,200 EMA 1M,52 Week Low,52 Week High,Sector,Industry,Exchange,Pocket Pivot,RS New High,Tight Range,Inside Day,Think 40,Episodic Pivot,RS Score,RS STS %,RS Rating,RS Rating 3M,RS Rating 6M,RS Rating 1Y,AS Rating 1M,AS Rating 3M,AS Rating 6M,AS Rating 1Y,Sector Rank,Industry Rank,Industry Rank By AS
1218,CHTR,"Charter Communications, Inc.",52373610496,383.33,399.61,-16.28,-4.07,2124200,1257710,1.68,505354374,2.58,84.09,399.48,394.29,376.48,370.86,364.79,304.76,437.06,Communication Services,Telecom Services,NMS,0,0,0,1,0,0,16,5,70,81,64,20,26,56,74,75,2,37,69
1219,GTLS,"Chart Industries, Inc.",7410852864,164.9,166.39,-1.49,-0.9,482000,852926,0.39,132905155,2.99,9.29,161.88,157.77,158.44,158.05,157.63,101.6,220.03,Industrials,Specialty Industrial Machinery,NYQ,0,0,0,0,0,0,16,52,70,25,91,38,88,79,18,57,4,34,27
1220,GDV,The Gabelli Dividend & Income Trust,2347813632,26.37,26.65,-0.28,-1.05,183000,143078,1.28,3590066,0.98,97.06,25.97,25.19,24.16,23.82,23.36,20.1,26.76,Financial Services,Asset Management,NYQ,1,0,0,0,1,0,16,57,70,63,64,66,68,65,74,73,7,79,82
1221,TR,"Tootsie Roll Industries, Inc.",1454079360,34.79,35.61,-0.82,-2.3,230400,231510,0.81,7865520,2.53,58.39,34.53,33.9,32.35,31.92,31.37,26.78,36.25,Consumer Defensive,Confectioners,NYQ,0,0,0,0,0,0,16,52,70,80,39,24,65,53,79,73,11,81,98
1222,BANR,Banner Corporation,2306831872,66.71,69.4,-2.69,-3.88,215100,192778,1.01,12336374,2.99,61.32,66.14,64.5,63.43,62.49,61.79,51.14,78.05,Financial Services,Banks - Regional,NMS,0,0,0,0,1,0,16,57,70,75,84,73,77,61,57,80,7,52,61
1223,VSH,"Vishay Intertechnology, Inc.",2303062528,16.99,17.47,-0.48,-2.75,1621100,1623858,0.99,24462560,3.13,97.02,16.51,15.64,15.92,16.44,16.44,10.35,24.69,Technology,Semiconductors,NYQ,0,0,0,0,1,0,16,67,70,9,13,28,86,90,63,17,1,18,19
1224,AGIO,"Agios Pharmaceuticals, Inc.",2269696512,39.19,39.23,-0.04,-0.1,699000,597070,1.05,19876977,3.83,19.47,36.06,33.94,34.39,34.93,34.75,23.42,62.58,Healthcare,Biotechnology,NMS,1,0,0,1,1,0,16,95,70,20,47,97,88,86,75,24,9,62,67
1225,LQDA,Liquidia Corporation,1240380032,14.51,14.48,0.03,0.21,1206500,2401912,0.47,36143812,4.8,5.81,13.77,14.3,14.0,13.67,13.76,8.26,19.41,Healthcare,Biotechnology,NCM,1,0,1,1,0,0,16,90,70,83,39,81,57,41,83,67,9,62,67
1226,PTC,PTC Inc.,23056404480,192.22,191.08,1.14,0.6,1045900,1104874,0.93,196469279,3.12,4.12,180.57,173.1,170.92,171.49,170.06,133.38,213.14,Technology,Software - Application,NMS,1,0,0,1,1,1,16,86,70,28,57,64,87,80,62,56,1,69,75
1227,RCS,"PIMCO Strategic Income Fund, Inc.",327508960,7.02,7.05,-0.03,-0.43,129200,108248,1.19,708500,1.08,89.58,6.9,6.63,6.4,6.35,6.22,5.25,8.09,Financial Services,Asset Management,NYQ,1,0,1,1,1,0,16,48,70,40,33,78,66,77,76,70,7,79,82
1228,MBX,"MBX Biosciences, Inc.",447886944,13.4,13.87,-0.47,-3.39,307000,302380,0.97,3570426,8.57,90.08,12.24,11.55,12.72,13.82,,4.81,27.5,Healthcare,Biotechnology,NMS,0,0,0,0,1,1,16,95,70,2,2,38,96,95,66,7,9,62,67
1229,KMI,"Kinder Morgan, Inc.",62104190976,27.94,28.32,-0.38,-1.34,16437400,12867274,1.27,359273912,2.09,28.16,28.13,27.87,26.74,26.01,25.52,19.68,31.48,Energy,Oil & Gas Midstream,NYQ,0,0,0,1,0,0,16,19,70,89,91,75,49,42,51,86,12,86,140
1230,CFFN,"Capitol Federal Financial, Inc.",797414912,6.13,6.35,-0.22,-3.46,711000,969396,0.69,5685690,2.12,100.0,6.14,5.95,5.8,5.76,5.68,4.9,7.2,Financial Services,Banks - Regional,NMS,0,0,0,0,0,0,16,43,70,49,55,60,66,68,74,64,7,52,61
1231,NU,Nu Holdings Ltd.,65322512384,13.54,13.07,0.47,3.6,123443700,66865468,1.77,855964017,3.42,32.7,13.08,12.66,12.31,12.23,12.03,9.01,16.14,Financial Services,Banks - Regional,NYQ,1,0,0,1,0,0,16,67,70,40,26,92,87,76,83,50,7,52,61
1232,CADE,Cadence Bank,6239849472,34.0,35.52,-1.52,-4.28,1748200,1336934,1.12,42520633,2.17,67.43,33.3,31.94,31.4,31.18,30.78,25.22,40.2,Financial Services,Banks - Regional,NYQ,1,0,0,0,1,0,16,62,70,43,77,81,87,74,56,71,7,52,61
1233,MENS,Jyong Biotech Ltd.,889524032,11.7,11.61,0.09,0.78,75800,378200,0.2,3326431,16.57,9.81,0.0,0.0,0.0,0.0,0.0,6.01,19.99,Healthcare,Biotechnology,NGM,0,1,0,0,0,0,16,100,70,68,47,38,90,61,77,68,9,62,67
1234,GHY,"PGIM Global High Yield Fund, Inc",551244928,13.47,13.46,0.01,0.07,147900,126544,1.17,1641964,0.76,58.44,13.36,13.07,12.56,12.34,12.12,11.31,13.74,Financial Services,Asset Management,NYQ,0,0,1,0,1,0,16,33,70,63,74,73,54,63,70,73,7,79,82
1235,AGCO,AGCO Corporation,7971394560,106.85,108.33,-1.48,-1.37,691500,774236,0.69,79977523,2.68,29.72,106.46,102.59,98.59,98.63,96.99,73.79,116.25,Industrials,Farm & Heavy Construction Machinery,NYQ,1,0,0,0,1,0,16,48,70,36,19,10,70,73,71,62,4,33,49
1236,GT,The Goodyear Tire & Rubber Company,3122734080,10.93,11.08,-0.15,-1.35,3848100,6340040,0.61,69537238,3.91,24.56,10.98,10.8,10.27,10.26,10.14,7.27,12.58,Consumer Cyclical,Auto Parts,NMS,0,0,0,1,0,0,16,52,70,63,16,15,32,61,83,36,8,22,37
1237,FIP,FTAI Infrastructure Inc.,704632512,6.14,6.18,-0.04,-0.65,891500,1309470,0.66,7534459,4.02,31.15,6.22,5.9,6.04,6.19,6.16,3.1,10.46,Industrials,Conglomerates,NMS,0,0,1,0,0,0,16,5,70,2,82,99,16,95,13,13,4,90,84
1238,VIPS,Vipshop Holdings Limited,8021877248,15.58,15.11,0.47,3.11,4531700,3477892,1.14,51015640,2.12,88.89,15.0,14.77,14.62,14.63,14.55,11.5,17.94,Consumer Cyclical,Internet Retail,NYQ,1,0,0,0,1,0,16,100,70,38,13,13,67,74,83,62,8,21,50
1239,GDEN,"Golden Entertainment, Inc.",839849472,31.77,32.59,-0.82,-2.52,185800,192842,0.94,5510428,2.69,50.0,30.3,29.06,29.01,29.35,29.17,22.66,35.49,Consumer Cyclical,Resorts & Casinos,NGM,1,0,0,1,1,0,16,86,70,31,39,11,92,76,57,63,8,32,2
1240,FBP,First BanCorp.,3471559168,21.49,22.28,-0.79,-3.55,1172500,1063712,0.78,21881633,2.07,86.21,21.2,20.58,19.85,19.59,19.27,16.4,22.4,Financial Services,Banks - Regional,NYQ,0,0,0,0,1,0,16,57,70,60,55,84,78,67,79,68,7,52,61
1241,QTWO,"Q2 Holdings, Inc.",5540677120,88.93,90.36,-1.43,-1.58,504900,565716,0.86,50781739,2.96,12.7,91.37,89.25,86.22,84.17,82.46,61.51,112.82,Technology,Software - Application,NYQ,0,0,0,1,0,0,16,5,70,75,92,96,61,64,38,82,1,69,75
1242,TSLA,"Tesla, Inc.",1001009971200,310.78,316.9,-6.12,-1.93,77099800,109926274,0.7,35260496083,3.83,20.72,314.56,313.59,306.57,300.91,297.41,182.0,488.54,Consumer Cyclical,Auto Manufacturers,NMS,0,0,1,0,0,0,16,29,70,53,96,64,15,71,13,76,8,64,72
1243,V,Visa Inc.,677903532032,347.02,350.5,-3.48,-0.99,4888500,6385110,0.77,2265966639,1.91,0.0,353.37,352.63,337.91,330.17,325.52,252.7,375.51,Financial Services,Credit Services,NYQ,1,0,0,1,0,0,16,5,70,89,75,48,25,39,74,80,7,23,76
1244,VLY,Valley National Bancorp,5166344192,9.22,9.6,-0.38,-3.96,7057800,9477604,0.72,84476438,2.36,65.91,9.22,8.99,8.87,8.8,8.73,7.18,11.1,Financial Services,Banks - Regional,NMS,0,0,0,1,0,0,16,57,70,63,62,21,76,61,67,81,7,52,61
1245,RRX,Regal Rexnord Corporation,9660453888,145.63,146.33,-0.7,-0.48,831000,746328,1.0,103834573,2.8,19.73,145.91,139.39,138.12,139.9,138.5,90.56,185.28,Industrials,Specialty Industrial Machinery,NYQ,0,0,0,1,1,0,16,19,70,12,35,22,70,87,35,52,4,34,27
1246,NXE,NexGen Energy Ltd.,3859590656,6.77,6.76,0.01,0.15,8379900,9488038,0.85,59847779,3.99,73.17,6.63,6.31,6.14,6.2,6.08,3.91,8.96,Energy,Uranium,NYQ,0,0,0,0,0,0,16,33,70,13,26,73,54,88,53,30,12,5,6
1247,CELC,Celcuity Inc.,521798976,13.78,13.75,0.03,0.22,112000,179024,0.6,2139994,5.28,12.94,12.93,12.14,12.03,12.31,12.2,7.58,19.77,Healthcare,Biotechnology,NCM,0,0,0,0,0,1,16,100,70,15,8,86,87,86,86,18,9,62,67
1248,QQQ,Invesco QQQ Trust,218846625792,556.72,556.21,0.51,0.09,43110500,45449662,0.94,23944443407,0.9,21.35,545.74,528.6,506.98,500.26,490.09,402.39,560.8,Exchange Traded Fund,Exchange Traded Fund,NGM,0,1,0,0,1,0,16,100,70,49,70,79,69,69,71,65,3,50,111
1249,ITT,ITT Inc.,12271690752,155.93,158.05,-2.12,-1.34,277100,455826,0.41,68972811,1.73,63.32,155.96,151.32,144.93,143.0,140.07,105.64,161.79,Industrials,Specialty Industrial Machinery,NYQ,0,0,0,0,0,0,16,5,70,45,61,75,61,71,73,69,4,34,27
1250,CHT,"Chunghwa Telecom Co., Ltd.",34260162560,43.99,44.45,-0.46,-1.03,199200,145846,1.25,6482526,0.98,1.56,44.99,44.12,41.6,40.96,39.94,36.29,47.03,Communication Services,Telecom Services,NYQ,0,0,0,0,0,0,15,10,69,82,35,24,18,51,80,73,2,37,69
1251,AIT,"Applied Industrial Technologies, Inc.",9689103360,254.41,256.98,-2.57,-1.0,280600,523634,0.44,121596064,2.26,23.75,242.78,236.42,233.68,230.87,228.78,188.71,282.98,Industrials,Industrial Distribution,NYQ,0,0,0,1,1,0,15,90,69,78,84,70,86,56,57,81,4,49,34
1252,MLYS,"Mineralys Therapeutics, Inc.",952862848,14.62,15.02,-0.4,-2.66,316100,809172,0.35,11956064,5.21,49.4,14.41,14.45,13.64,13.39,13.24,8.24,18.38,Healthcare,Biotechnology,NMS,0,0,0,0,0,0,15,90,69,88,11,74,54,42,94,50,9,62,67
1253,WSBC,"WesBanco, Inc.",3078731520,32.18,33.41,-1.23,-3.68,505500,504668,0.87,15818502,2.05,77.5,32.26,31.52,31.15,30.91,30.65,26.42,37.36,Financial Services,Banks - Regional,NMS,0,0,0,0,0,0,15,52,69,49,66,66,68,67,67,66,7,52,61
1254,GAB,The Gabelli Equity Trust Inc.,1785093376,5.81,5.89,-0.08,-1.36,629700,518860,1.2,2940707,1.03,100.0,5.81,5.67,5.41,5.33,5.22,4.5,5.95,Financial Services,Asset Management,NYQ,0,0,0,1,0,0,15,10,69,78,68,56,64,55,76,72,7,79,82
1255,RMD,ResMed Inc.,36951470080,252.01,254.11,-2.1,-0.83,1019800,825046,0.71,206457372,1.68,100.0,254.09,248.73,238.73,235.18,230.77,196.43,263.05,Healthcare,Medical Instruments & Supplies,NYQ,0,0,1,0,1,0,15,5,69,63,75,62,49,64,70,76,9,131,103
1256,FRME,First Merchants Corporation,2340442880,40.14,41.73,-1.59,-3.81,258800,281236,0.88,10673627,3.54,50.39,39.42,38.48,38.32,38.02,37.82,33.13,46.13,Financial Services,Banks - Regional,NMS,0,0,0,1,1,0,15,62,69,56,70,70,84,64,63,70,7,52,61
1257,TPVG,TriplePoint Venture Growth BDC Corp.,287262176,7.14,7.17,-0.03,-0.42,196700,259326,0.76,1726205,2.33,8.0,6.99,6.78,6.71,6.76,6.72,5.53,9.17,Financial Services,Asset Management,NYQ,1,0,0,1,1,0,15,81,69,33,55,14,59,73,58,53,7,79,82
1258,AMAT,"Applied Materials, Inc.",159929810944,199.29,197.1,2.19,1.11,6002400,7090186,0.83,1220920715,2.07,5.12,186.71,175.55,170.4,171.67,168.42,123.74,247.52,Technology,Semiconductor Equipment & Materials,NMS,0,0,0,0,1,0,15,100,69,21,19,93,91,84,78,22,1,77,1
1259,NXST,"Nexstar Media Group, Inc.",5399366144,179.09,183.97,-4.88,-2.65,157700,361672,0.38,60992395,2.6,47.1,177.14,171.88,165.36,163.98,161.2,141.66,191.86,Communication Services,Broadcasting,NMS,0,0,0,0,1,0,15,48,69,58,26,62,75,65,82,59,2,12,10
1260,WAL,Western Alliance Bancorporation,8941620224,80.99,85.24,-4.25,-4.99,1099500,832644,1.13,63797918,2.77,74.53,80.33,77.36,77.17,76.61,75.94,57.05,98.1,Financial Services,Banks - Regional,NYQ,0,0,0,1,1,0,15,57,69,40,74,88,87,76,56,74,7,52,61
1261,BTG,B2Gold Corp.,4568662528,3.45,3.47,-0.02,-0.58,32083200,48972702,0.66,168345382,3.46,35.71,3.55,3.45,3.14,3.07,2.96,2.2,3.83,Basic Materials,Gold,ASE,0,0,0,1,0,0,15,10,69,90,21,29,7,35,90,70,5,8,125
1262,PHIN,PHINIA Inc.,1909028608,47.96,48.95,-0.99,-2.02,501600,443752,0.81,19410042,2.37,32.45,46.14,44.65,44.54,44.25,43.93,36.25,57.23,Consumer Cyclical,Auto Parts,NYQ,0,0,0,1,1,0,15,81,69,41,84,90,88,73,51,68,8,22,37
1263,AOD,Abrdn Total Dynamic Dividend Fund,943607424,8.95,8.92,0.03,0.34,463900,449192,1.03,3833056,0.73,14.29,8.82,8.59,8.26,8.15,8.0,6.99,9.14,Financial Services,Asset Management,NYQ,1,0,0,1,0,0,15,57,69,58,64,68,64,62,73,70,7,79,82
1264,IVZ,Invesco Ltd.,7492087296,16.74,17.34,-0.6,-3.46,6692300,4826566,1.17,73461485,2.08,96.49,16.2,15.51,15.53,15.59,15.49,11.6,19.55,Financial Services,Asset Management,NYQ,0,0,0,1,1,0,15,76,69,28,39,50,89,79,60,61,7,79,82
1265,MTAL,MAC Copper Limited,993982848,12.05,12.0,0.05,0.42,256800,655818,0.32,7729393,0.8,14.81,11.97,11.47,11.09,11.17,10.98,7.69,14.31,Basic Materials,Copper,NYQ,0,0,1,1,0,0,15,38,69,16,11,79,27,86,79,22,5,16,36
1266,ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,2444431104,15.52,15.6,-0.08,-0.52,345700,233242,1.48,3486028,0.97,92.31,15.4,14.99,14.41,14.19,13.92,11.82,15.76,Financial Services,Asset Management,NYQ,1,0,0,1,1,0,15,5,69,58,74,77,58,63,69,71,7,79,82
1267,IBOC,International Bancshares Corporation,4213842176,67.81,70.26,-2.45,-3.49,221700,199660,1.08,13031488,2.39,82.4,67.72,65.7,63.91,63.16,62.24,54.11,76.91,Financial Services,Banks - Regional,NMS,0,0,0,1,0,0,15,48,69,56,71,82,77,65,66,66,7,52,61
1268,VCTR,"Victory Capital Holdings, Inc.",4282280192,63.69,64.91,-1.22,-1.88,293600,321494,0.9,20099902,2.47,34.65,63.87,62.57,60.59,59.3,58.31,43.82,73.42,Financial Services,Asset Management,NMS,0,0,0,1,1,0,15,5,69,77,88,91,59,60,61,79,7,79,82
1269,WMB,"The Williams Companies, Inc.",71270359040,58.37,59.04,-0.67,-1.13,6103100,8139870,0.55,483796177,2.53,21.92,59.15,58.99,56.39,54.73,53.67,40.41,63.45,Energy,Oil & Gas Midstream,NYQ,0,0,0,1,0,0,15,29,69,91,88,80,23,38,63,85,12,86,140
1270,TIXT,TELUS International (Cda) Inc.,1042218304,3.74,3.75,-0.01,-0.27,805300,784054,1.01,2682520,2.75,62.5,3.63,3.34,3.39,3.64,3.63,2.13,6.86,Technology,Software - Infrastructure,NYQ,0,0,1,1,1,0,15,33,69,7,2,6,60,89,75,8,1,44,86
1271,MANU,Manchester United plc,3008823552,17.63,17.89,-0.26,-1.45,248000,343756,0.64,5654273,3.51,0.0,17.34,16.36,15.7,15.82,15.39,12.05,19.65,Communication Services,Entertainment,NYQ,0,0,0,1,0,0,15,43,69,36,35,22,54,76,67,56,2,28,60
1272,NI,NiSource Inc.,18766927872,39.87,39.95,-0.08,-0.2,3917200,4294698,0.71,169451002,1.58,6.06,39.63,39.42,38.01,37.1,36.52,29.79,41.45,Utilities,Utilities - Regulated Gas,NYQ,0,0,1,1,0,0,15,43,69,91,82,68,48,37,72,83,6,40,89
1273,FIGS,"FIGS, Inc.",954174400,5.87,6.02,-0.15,-2.49,1100000,2131486,0.52,11027664,4.31,44.28,5.67,5.27,5.15,5.22,5.11,3.56,7.06,Consumer Cyclical,Apparel Manufacturing,NYQ,0,0,0,0,1,0,15,71,69,21,59,22,91,84,39,53,8,103,26
1274,GPOR,Gulfport Energy Corporation,3362158848,189.25,189.42,-0.17,-0.09,431300,251872,1.45,48555281,3.27,30.8,189.74,189.55,180.99,176.8,173.18,130.02,210.32,Energy,Oil & Gas E&P,NYQ,0,0,0,0,0,0,15,43,69,68,85,77,18,58,52,71,12,126,146
1275,CENX,Century Aluminum Company,1867928192,20.02,20.32,-0.3,-1.48,1280800,1617552,0.79,28895237,4.3,49.51,18.79,18.18,17.93,17.68,17.51,11.4,25.39,Basic Materials,Aluminum,NMS,1,0,0,1,1,0,15,90,69,35,84,97,66,74,39,58,5,25,50
1276,AXS,AXIS Capital Holdings Limited,7543628800,95.91,98.94,-3.03,-3.06,605400,684314,0.73,69484737,2.06,50.0,99.76,99.97,94.73,91.79,89.89,70.16,107.19,Financial Services,Insurance - Specialty,NYQ,0,0,0,0,0,0,15,5,69,92,85,82,10,35,73,83,7,112,142
1277,UNFI,"United Natural Foods, Inc.",1416627072,23.39,23.76,-0.37,-1.56,1348000,1105412,1.22,27186633,3.68,81.32,23.52,24.76,25.09,24.37,24.74,12.0,34.76,Consumer Defensive,Food Distribution,NYQ,1,0,0,1,0,0,15,81,69,96,96,24,81,13,20,94,11,31,63
1278,STWD,"Starwood Property Trust, Inc.",7203067392,20.63,20.89,-0.26,-1.24,2420800,2313936,1.05,45570000,1.32,46.51,20.33,19.8,19.09,18.89,18.59,16.59,21.17,Real Estate,REIT - Mortgage,NYQ,1,0,0,1,1,0,15,62,69,60,35,51,68,60,78,67,13,70,78
1279,DH,Definitive Healthcare Corp.,424000896,3.95,4.02,-0.07,-1.74,368000,723248,0.51,2607813,4.25,36.84,3.91,3.67,3.79,4.04,4.06,2.15,6.16,Healthcare,Health Information Services,NMS,0,0,0,1,1,0,15,43,69,6,8,3,76,91,52,15,9,61,106
1280,SAR,Saratoga Investment Corp.,390135680,24.9,24.78,0.12,0.48,95100,123944,0.74,2985194,1.35,9.44,24.59,24.23,23.37,23.0,22.65,21.1,26.49,Financial Services,Asset Management,NYQ,0,0,0,1,0,0,15,52,69,77,73,53,63,54,69,76,7,79,82
1281,NGG,National Grid plc,69605842944,71.0,71.12,-0.12,-0.17,997900,1086822,0.92,76832692,1.2,31.62,71.51,70.55,66.58,65.48,64.06,55.82,74.82,Utilities,Utilities - Regulated Electric,NYQ,0,0,0,1,0,0,15,33,69,87,22,48,23,42,87,72,6,43,122
1282,MOFG,"MidWestOne Financial Group, Inc.",615766848,29.58,30.67,-1.09,-3.55,77500,131880,0.57,3788134,2.82,66.67,29.44,29.0,28.67,28.32,28.13,24.62,34.56,Financial Services,Banks - Regional,NMS,1,0,0,0,0,0,15,57,69,75,75,71,68,60,66,76,7,52,61
1283,MRC,MRC Global Inc.,1154543744,13.57,13.14,0.43,3.27,2391300,1004782,2.29,13241701,3.67,55.93,13.13,12.81,12.58,12.55,12.4,9.23,15.59,Energy,Oil & Gas Equipment & Services,NYQ,0,0,0,1,0,1,15,90,69,26,64,77,71,81,55,40,12,102,138
1284,NSC,Norfolk Southern Corporation,58500460544,259.49,262.89,-3.4,-1.29,1120000,1278102,0.76,317897932,1.55,23.55,257.84,249.97,242.71,241.39,237.61,201.63,277.6,Industrials,Railroads,NYQ,0,0,0,1,1,0,15,19,69,49,47,26,64,64,71,72,4,55,40
1285,QRVO,"Qorvo, Inc.",8080901120,87.03,87.48,-0.45,-0.51,1291500,1853210,0.68,148158442,2.48,49.47,85.24,80.72,79.03,80.93,79.99,49.46,130.99,Technology,Semiconductors,NMS,0,0,0,0,1,0,15,62,69,10,4,71,80,89,82,14,1,18,19
1286,POWL,"Powell Industries, Inc.",2547597056,211.1,210.56,0.54,0.26,159600,285984,0.56,53939115,4.27,18.11,204.22,195.05,196.48,195.21,193.45,127.01,364.98,Industrials,Electrical Equipment & Parts,NMS,0,0,0,1,0,0,15,52,69,56,94,96,85,71,29,87,4,27,16
1287,AM,Antero Midstream Corporation,8405501952,17.54,17.93,-0.39,-2.18,2329500,2592486,0.89,47469896,2.09,41.22,18.04,18.01,16.98,16.51,16.15,13.12,19.08,Energy,Oil & Gas Midstream,NYQ,0,0,0,1,0,0,15,19,69,84,73,78,16,46,75,76,12,86,140
1288,FSCO,FS Credit Opportunities Corp.,1430146816,7.21,7.2,0.01,0.14,947700,795692,1.19,5640012,1.18,0.0,7.19,7.07,6.72,6.57,6.43,5.29,7.35,Financial Services,Asset Management,NYQ,1,0,1,1,0,0,15,29,69,74,78,85,47,56,69,75,7,79,82
1289,BXMT,"Blackstone Mortgage Trust, Inc.",3376694528,19.68,19.92,-0.24,-1.2,1093600,1171396,0.75,22151465,1.69,46.15,19.46,19.08,18.47,18.25,17.99,16.51,21.24,Real Estate,REIT - Mortgage,NYQ,0,0,0,1,1,0,15,43,69,77,33,29,68,53,80,67,13,70,78
1290,LOGI,Logitech International S.A.,13828075520,93.31,93.56,-0.25,-0.27,334100,590356,0.55,50715326,1.32,54.32,90.73,87.76,86.58,86.39,85.51,64.73,105.65,Technology,Computer Hardware,NMS,0,0,0,0,1,0,15,86,69,33,35,73,80,76,68,53,1,14,12
1291,EVO,Evotec SE,1493981952,4.2,4.12,0.08,1.94,57500,141676,0.41,585391,2.69,70.0,4.14,4.08,4.13,4.31,4.35,2.84,5.64,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,0,0,0,1,0,0,15,57,69,20,31,2,25,76,52,24,9,54,95
1292,NBIX,"Neurocrine Biosciences, Inc.",12988272640,131.24,135.13,-3.89,-2.88,629500,1153054,0.55,141534730,2.29,90.34,129.02,124.38,122.29,122.88,121.55,84.23,157.98,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,0,0,0,0,1,0,15,67,69,15,71,79,68,84,28,28,9,54,95
1293,CSQ,Calamos Strategic Total Return Fund,2917130496,18.19,18.19,0.0,0.0,134600,177916,0.76,3074298,1.16,20.39,17.91,17.38,16.78,16.59,16.3,13.11,18.55,Financial Services,Asset Management,NGM,1,0,0,1,0,0,15,76,69,45,70,77,67,69,66,66,7,79,82
1294,ADT,ADT Inc.,7001588736,8.37,8.55,-0.18,-2.11,6780500,18280616,0.37,152223626,1.69,55.81,8.4,8.28,7.88,7.72,7.58,6.53,8.72,Industrials,Security & Protection Services,NYQ,0,0,1,0,1,0,15,10,69,88,61,71,58,41,83,69,4,74,46
1295,OPAL,OPAL Fuels Inc.,424758976,2.45,2.47,-0.02,-0.81,115300,284282,0.39,798243,6.68,1.87,2.65,2.63,2.76,2.94,3.0,1.26,4.39,Utilities,Utilities - Regulated Gas,NCM,0,0,1,1,0,0,15,10,69,1,9,5,1,96,13,7,6,40,89
1296,EQH,"Equitable Holdings, Inc.",15756955648,51.85,53.41,-1.56,-2.92,2745000,2397752,0.91,127837253,2.3,50.7,53.86,53.13,50.57,49.18,48.08,36.46,56.61,Financial Services,Asset Management,NYQ,0,0,0,0,0,0,15,5,69,82,84,89,46,51,65,76,7,79,82
1297,TFC,Truist Financial Corporation,58104287232,44.37,45.67,-1.3,-2.85,8766900,7564534,1.16,311454456,1.77,83.72,43.47,41.82,41.21,40.92,40.41,33.56,49.06,Financial Services,Banks - Regional,NYQ,0,0,0,1,1,0,15,57,69,40,70,79,87,73,62,67,7,52,61
1298,EFC,Ellington Financial Inc.,1247572992,13.2,13.26,-0.06,-0.45,643900,876778,0.73,11203090,1.36,25.43,13.02,12.8,12.37,12.18,12.0,11.12,14.4,Real Estate,REIT - Mortgage,NYQ,0,0,0,0,1,0,15,62,69,75,62,68,60,58,77,67,13,70,78
1299,LNG,"Cheniere Energy, Inc.",52192661504,235.33,241.53,-6.2,-2.57,1337000,1825762,0.73,430855717,2.55,39.91,237.17,234.99,224.14,218.46,214.27,167.66,257.65,Energy,Oil & Gas Midstream,NYQ,0,0,1,0,0,0,15,19,69,87,86,62,27,44,57,82,12,86,140
1300,YRD,Yiren Digital Ltd.,529671840,6.13,5.99,0.14,2.34,60400,116098,0.5,748013,3.29,0.0,6.13,6.24,6.08,5.91,5.89,4.12,9.2,Financial Services,Credit Services,NYQ,1,0,1,1,0,0,15,57,69,82,24,89,19,44,89,81,7,23,76
1301,FCFS,"FirstCash Holdings, Inc.",5764736000,129.94,131.43,-1.49,-1.13,229300,283248,0.78,37099335,2.13,5.53,132.46,130.05,122.65,120.44,117.65,100.24,138.42,Financial Services,Credit Services,NMS,0,0,0,0,0,0,15,5,69,82,31,21,32,46,81,77,7,23,76
1302,NMR,"Nomura Holdings, Inc.",18748375040,6.35,6.44,-0.09,-1.4,357400,515816,0.63,3143815,1.2,36.36,6.34,6.2,6.04,5.98,5.89,4.66,6.99,Financial Services,Capital Markets,NYQ,0,0,0,0,0,0,15,14,69,49,55,82,57,64,75,56,7,10,13
1303,PBYI,"Puma Biotechnology, Inc.",171747824,3.46,3.45,0.01,0.29,496200,373946,1.28,1259323,3.8,45.45,3.46,3.38,3.25,3.26,3.22,2.23,4.13,Healthcare,Biotechnology,NMS,0,0,1,1,0,0,15,43,69,33,28,15,59,64,73,36,9,62,67
1304,HG,"Hamilton Insurance Group, Ltd.",2130226176,20.74,20.93,-0.19,-0.91,456700,515134,0.71,10794375,2.26,20.12,21.05,20.81,19.88,19.48,19.12,15.3,22.33,Financial Services,Insurance - Reinsurance,NYQ,0,0,0,1,0,0,15,14,69,79,76,73,25,58,74,76,7,96,144
1305,RS,"Reliance, Inc.",16933367808,322.0,328.06,-6.06,-1.85,187200,329070,0.43,101348680,1.81,51.25,319.49,309.49,297.05,294.78,289.45,250.07,333.71,Basic Materials,Steel,NYQ,1,0,0,1,1,0,15,43,69,58,25,38,62,61,79,62,5,67,41
1306,PSTL,"Postal Realty Trust, Inc.",451533504,14.76,15.08,-0.32,-2.12,196900,184060,1.05,2587810,1.89,49.87,14.77,14.34,13.72,13.6,13.3,12.26,15.42,Real Estate,REIT - Office,NYQ,0,0,0,0,0,0,15,14,69,63,28,51,26,59,81,65,13,65,109
1307,IGD,Voya Global Equity Dividend and Premium Opportunity Fund,455859936,5.78,5.81,-0.03,-0.52,447100,204828,2.17,1158345,0.99,73.52,5.74,5.65,5.43,5.34,5.25,5.01,5.85,Financial Services,Asset Management,NYQ,1,0,1,0,0,0,15,33,69,80,66,60,51,52,77,75,7,79,82
