#,Ticker,Company Name,Market Cap,Close,Previous Close,Change,% Change,Volume,Avg Volume,Relative Volume,Avg Dollar Volume,ADR %,Relative Measured Volatility,21 EMA,50 EMA,150 EMA,200 EMA,200 EMA 1M,52 Week Low,52 Week High,Sector,Industry,Exchange,Pocket Pivot,RS New High,Tight Range,Inside Day,Think 40,Episodic Pivot,RS Score,RS STS %,RS Rating,RS Rating 3M,RS Rating 6M,RS Rating 1Y,AS Rating 1M,AS Rating 3M,AS Rating 6M,AS Rating 1Y,Sector Rank,Industry Rank,Industry Rank By AS
1184,BEPC,Brookfield Renewable Corporation,5858523648,32.79,32.62,0.17,0.52,1215800,930268,1.31,27532101,2.31,11.36,31.4,30.01,28.62,28.35,27.66,23.73,35.14,Utilities,Utilities - Renewable,NYQ,1,0,0,1,1,0,16,67,75,60,52,74,88,79,82,66,3,95,91
1185,MTN,"Vail Resorts, Inc.",5841471488,157.23,157.17,0.06,0.04,776100,779026,1.0,116370419,2.7,1.43,153.43,151.15,156.62,160.22,161.65,129.85,199.45,Consumer Cyclical,Resorts & Casinos,NYQ,0,0,0,0,0,0,-7,33,23,24,44,12,23,33,24,28,10,79,14
1186,CEF,Sprott Physical Gold and Silver Trust,5801510912,29.82,30.4,-0.58,-1.91,334500,630408,0.53,18620807,0.96,31.43,30.12,29.48,27.57,26.8,26.04,21.7,31.03,N/A,N/A,ASE,0,0,0,0,0,0,19,5,78,87,64,78,53,60,87,80,4,54,90
1187,SLGN,Silgan Holdings Inc.,5820419584,54.4,54.82,-0.42,-0.77,1205700,656428,1.84,35073172,1.47,51.65,54.34,53.65,52.31,51.71,51.13,41.14,58.14,Consumer Cyclical,Packaging & Containers,NYQ,0,0,1,0,0,0,11,5,68,67,69,35,28,63,64,74,10,94,89
1188,CHH,"Choice Hotels International, Inc.",5936365056,127.94,127.02,0.92,0.72,829100,441842,1.88,55831348,2.07,27.99,126.3,127.59,131.39,131.33,132.47,116.13,157.86,Consumer Cyclical,Lodging,NYQ,1,0,0,1,0,0,-1,38,35,62,71,52,47,29,32,57,10,56,73
1189,AHR,"American Healthcare REIT, Inc.",5753056256,36.07,36.16,-0.09,-0.25,4109500,1721450,2.37,59236735,2.43,32.86,35.49,34.09,30.29,28.68,27.15,14.4,36.96,Real Estate,REIT - Healthcare Facilities,NYQ,1,0,0,1,1,0,52,24,93,95,94,70,61,80,88,96,13,72,95
1190,FCFS,"FirstCash Holdings, Inc.",6110666752,134.51,137.63,-3.12,-2.27,708400,327652,1.88,42497058,2.15,69.35,130.7,128.01,120.86,118.85,116.38,100.24,138.42,Financial Services,Credit Services,NMS,1,0,0,1,1,0,21,81,80,74,24,35,71,72,89,74,7,19,35
1191,IESC,"IES Holdings, Inc.",5792124416,291.73,286.46,5.27,1.84,266300,161804,1.34,40674847,3.54,28.66,272.82,252.42,224.86,215.5,202.35,129.16,320.08,Industrials,Engineering & Construction,NGM,1,0,0,0,1,0,71,95,95,65,94,97,88,97,92,95,6,11,9
1192,GPI,"Group 1 Automotive, Inc.",5674323456,438.69,433.52,5.17,1.19,400400,155894,0.9,66449380,2.22,25.28,435.51,428.7,414.55,404.73,398.16,279.86,490.09,Consumer Cyclical,Auto & Truck Dealerships,NYQ,0,0,0,1,1,0,21,29,80,78,85,64,62,77,63,87,10,44,61
1193,SMR,NuScale Power Corporation,5100693504,38.2,38.24,-0.04,-0.1,19152000,12966254,1.45,400542277,9.95,42.42,36.02,30.02,23.0,21.17,17.67,6.88,45.31,Industrials,Specialty Industrial Machinery,NYQ,1,2,0,0,1,1,168,52,98,96,99,99,90,99,97,98,6,51,47
1194,CADE,Cadence Bank,5900328960,32.15,31.97,0.18,0.56,3569400,1382066,2.58,41607516,1.86,17.5,30.82,30.5,30.92,30.79,30.81,25.22,40.2,Financial Services,Banks - Regional,NYQ,1,0,0,0,1,0,7,100,60,60,78,76,71,63,36,68,7,55,76
1195,SITM,SiTime Corporation,5051040256,212.93,208.99,3.94,1.89,1319200,314436,3.6,61323463,4.64,8.86,212.66,198.25,184.77,179.94,172.37,105.4,268.18,Technology,Semiconductors,NGM,1,0,0,1,1,0,35,48,88,79,95,80,78,91,35,92,1,21,4
1196,GKOS,Glaukos Corporation,5795189248,101.42,101.06,0.36,0.36,1956500,990734,1.97,92751611,3.35,25.1,97.98,98.03,109.38,111.33,114.4,77.1,163.71,Healthcare,Medical Devices,NYQ,1,0,0,1,0,0,-13,67,16,22,90,92,75,35,8,23,11,103,80
1197,SHAK,Shake Shack Inc.,5905922560,138.48,138.42,0.06,0.04,1707900,1470864,0.85,165007521,3.16,25.65,128.63,118.71,110.78,109.01,104.39,72.93,140.97,Consumer Cyclical,Restaurants,NYQ,1,0,0,1,1,0,41,90,90,22,88,71,81,95,66,87,10,82,71
1198,FSK,FS KKR Capital Corp.,5780561920,20.64,20.61,0.03,0.15,824900,1167054,0.71,23251459,1.44,16.49,20.44,20.23,19.86,19.58,19.37,17.42,24.1,Financial Services,Asset Management,NYQ,0,0,1,1,0,0,9,5,65,78,78,70,43,50,61,68,7,77,85
1199,MP,MP Materials Corp.,5377702400,32.9,35.99,-3.09,-8.59,15063000,9912400,1.52,270640106,7.88,28.99,30.87,27.35,23.67,22.62,20.91,10.02,39.1,Basic Materials,Other Industrial Metals & Mining,NYQ,0,0,0,0,0,1,83,62,96,97,60,7,99,86,98,97,8,34,25
1200,CDE,"Coeur Mining, Inc.",5789258752,8.71,9.05,-0.34,-3.76,21183200,16229856,0.56,124033718,3.55,42.5,8.76,7.97,6.91,6.63,6.11,4.57,9.69,Basic Materials,Gold,NYQ,0,0,1,0,0,0,42,14,91,86,78,98,75,92,94,88,8,6,79
1201,CHRD,Chord Energy Corporation,5700398592,98.7,99.35,-0.65,-0.65,864800,779900,0.92,74302180,3.15,6.15,98.91,97.73,106.2,110.89,113.49,79.83,181.17,Energy,Oil & Gas E&P,NMS,0,0,0,1,0,0,-18,33,12,22,8,64,79,14,29,9,12,122,27
1202,LNC,Lincoln National Corporation,5902274560,34.57,34.52,0.05,0.14,3148900,1785850,1.76,58921404,2.27,22.88,33.31,33.26,32.99,32.54,32.39,27.58,39.85,Financial Services,Insurance - Life,NYQ,1,0,0,0,0,0,8,86,62,86,63,83,63,32,77,64,7,50,81
1203,CMC,Commercial Metals Company,5598788608,50.02,50.09,-0.07,-0.14,1406000,972768,1.45,46225119,2.52,0.0,48.92,47.9,48.74,49.33,49.36,37.92,64.53,Basic Materials,Steel,NYQ,0,0,0,1,0,0,1,38,49,31,26,52,73,65,48,30,8,96,26
1204,GGB,Gerdau S.A.,5591075328,2.87,2.89,-0.02,-0.69,14315500,13163348,1.09,36978512,2.65,8.33,2.9,2.84,2.91,2.96,2.97,2.27,3.62,Basic Materials,Steel,NYQ,1,0,0,0,0,0,-6,10,25,36,19,18,65,32,40,25,8,96,26
1205,ACT,"Enact Holdings, Inc.",5519427072,36.78,36.85,-0.07,-0.19,712200,499596,1.03,17825604,1.82,27.17,36.0,35.5,34.44,33.96,33.58,29.99,37.85,Financial Services,Insurance - Specialty,NMS,0,0,0,0,1,0,11,57,68,74,54,71,59,63,79,71,7,58,93
1206,SWX,"Southwest Gas Holdings, Inc.",5544180736,74.15,74.4,-0.25,-0.34,1254400,454938,2.72,32860881,1.78,25.9,73.07,72.42,72.08,71.68,71.41,64.31,80.29,Utilities,Utilities - Regulated Gas,NYQ,0,0,1,0,0,0,3,33,53,57,36,74,59,52,70,51,3,49,124
1207,MOG-A,Moog Inc.,5775585280,180.97,183.77,-2.8,-1.52,410100,174352,0.84,30935570,2.47,16.5,179.62,178.72,180.7,180.11,180.07,143.67,227.92,Industrials,Aerospace & Defense,NYQ,0,0,0,1,0,0,1,29,49,39,71,88,21,59,33,56,6,9,20
1208,VRNS,"Varonis Systems, Inc.",5701494272,50.26,50.93,-0.67,-1.32,1656900,1264462,1.21,59064007,2.15,32.14,49.26,47.26,46.14,46.13,45.32,36.53,60.58,Technology,Software - Infrastructure,NMS,0,0,0,0,1,0,11,14,68,26,24,80,73,81,75,63,1,30,56
1209,VERX,"Vertex, Inc.",5383820288,34.49,33.99,0.5,1.47,3035500,1188820,2.03,44834669,3.82,21.25,36.6,37.91,40.37,40.26,40.9,30.26,60.71,Technology,Software - Application,NGM,0,0,0,1,0,0,-10,14,20,28,94,91,4,28,7,34,1,59,94
1210,LNTH,"Lantheus Holdings, Inc.",5637950464,81.49,80.74,0.75,0.93,1394800,1168450,1.02,97415830,3.04,47.57,80.36,83.98,89.42,89.65,91.86,73.11,126.89,Healthcare,Drug Manufacturers - Specialty & Generic,NGM,1,0,0,1,0,0,-12,43,17,83,76,89,78,9,29,51,11,64,106
1211,HOMB,"Home Bancshares, Inc. (Conway, AR)",5655365120,28.56,28.64,-0.08,-0.28,1880300,829614,2.14,23224601,1.64,15.91,28.19,28.14,27.95,27.65,27.54,23.23,32.91,Financial Services,Banks - Regional,NYQ,1,0,0,0,0,0,8,29,62,77,72,54,43,51,60,73,7,55,76
1212,FCN,"FTI Consulting, Inc.",5509920768,160.7,160.11,0.59,0.37,548500,428148,1.28,70022569,1.73,12.42,161.85,163.76,175.66,180.46,184.65,151.75,243.6,Industrials,Consulting Services,NYQ,0,0,1,1,0,0,-15,5,15,16,21,70,21,34,21,15,6,121,142
1213,ETSY,"Etsy, Inc.",5280840192,50.64,50.63,0.01,0.02,5905500,5781192,1.02,299526255,4.65,10.95,54.32,52.39,51.96,53.04,52.15,40.05,66.81,Consumer Cyclical,Internet Retail,NMS,0,0,0,1,0,0,-3,5,31,18,20,14,14,65,33,22,10,24,44
1214,GATX,GATX Corporation,5530817536,154.97,155.03,-0.06,-0.04,292400,204140,1.43,30600058,1.83,7.39,153.43,151.97,150.38,148.55,147.14,127.7,168.89,Industrials,Rental & Leasing Services,NYQ,0,0,1,0,0,0,7,10,60,78,78,64,73,35,47,68,6,45,19
1215,CROX,"Crocs, Inc.",5776804864,103.02,100.05,2.97,2.97,1580600,1530376,0.91,158708921,2.58,0.0,101.72,102.79,106.62,108.66,110.37,86.11,151.13,Consumer Cyclical,Footwear & Accessories,NMS,0,0,0,1,0,0,-15,38,15,23,17,92,28,29,32,12,10,118,121
1216,VIST,"Vista Energy, S.A.B. de C.V.",5153044992,48.24,48.97,-0.73,-1.49,516700,906032,0.53,43880738,3.74,14.94,50.02,49.19,48.84,48.3,47.84,32.11,61.67,Energy,Oil & Gas E&P,NYQ,0,0,0,1,0,0,0,5,42,57,85,95,16,50,29,54,12,122,27
1217,LFUS,"Littelfuse, Inc.",5591290880,225.65,226.48,-0.83,-0.37,169100,229724,0.63,45290103,2.56,28.83,218.87,211.12,216.63,220.97,221.29,142.1,275.58,Technology,Electronic Components,NMS,0,0,0,0,0,0,0,48,42,24,27,56,78,72,38,25,1,15,7
1218,NUVL,"Nuvalent, Inc.",5682228224,79.68,79.13,0.55,0.7,2067700,558652,2.85,41608833,3.45,50.6,76.77,75.43,77.3,77.68,77.77,55.54,113.51,Healthcare,Biotechnology,NMS,1,0,1,1,1,0,-1,67,35,26,44,93,74,66,40,48,11,93,75
1219,MMSI,"Merit Medical Systems, Inc.",5525803008,93.5,92.8,0.7,0.75,1254100,629386,1.76,59539766,1.77,13.28,93.76,95.07,96.63,95.88,96.37,82.62,111.45,Healthcare,Medical Instruments & Supplies,NMS,1,0,1,0,0,0,-3,10,31,82,73,73,25,14,38,60,11,119,105
1220,GDS,GDS Holdings Limited,5613520896,30.17,29.69,0.48,1.62,1777300,1966536,0.9,50658677,2.83,32.38,27.43,26.85,25.32,24.03,23.42,9.22,52.5,Technology,Information Technology Services,NGM,0,0,1,1,1,0,73,100,95,99,96,80,93,80,95,98,1,65,78
1221,HR,Healthcare Realty Trust Incorporated,5538426880,15.76,15.55,0.21,1.35,6949000,3339542,2.08,50036550,1.96,72.97,15.09,15.09,15.54,15.59,15.74,14.09,18.9,Real Estate,REIT - Healthcare Facilities,NYQ,1,0,0,1,1,0,-3,90,31,70,61,73,79,25,40,51,13,72,95
1222,GXO,"GXO Logistics, Inc.",5606531072,49.0,48.09,0.91,1.89,2333600,1371326,1.7,57402631,2.47,9.09,44.75,42.29,43.24,44.46,44.48,30.46,63.33,Industrials,Integrated Freight & Logistics,NYQ,1,0,0,0,1,1,12,90,70,23,11,18,91,85,81,45,6,125,33
1223,TLX,Telix Pharmaceuticals Limited,5358415872,16.0,16.4,-0.4,-2.44,21800,30076,0.73,511202,4.17,9.25,16.66,16.85,16.71,0.0,0.0,13.61,30.36,Healthcare,Biotechnology,NMS,1,0,0,0,0,0,0,5,42,50,44,44,18,19,52,41,11,93,75
1224,GLBE,Global-E Online Ltd.,5570407424,32.82,32.46,0.36,1.11,1203200,2058942,0.58,69332745,3.28,20.77,32.63,34.18,38.58,39.15,40.59,26.64,63.69,Consumer Cyclical,Internet Retail,NMS,0,0,0,0,0,0,-14,48,15,27,92,18,66,17,5,34,10,24,44
1225,CRUS,"Cirrus Logic, Inc.",5509911040,105.98,107.48,-1.5,-1.4,689200,577994,1.08,57889709,2.17,73.75,103.88,101.64,102.72,103.33,103.35,75.83,147.46,Technology,Semiconductors,NMS,0,0,0,0,1,0,-2,57,33,39,34,96,73,61,64,21,1,21,4
1226,SOBO,South Bow Corporation,5423440896,25.93,25.88,0.05,0.19,6119600,804038,7.61,20860278,2.03,20.47,26.24,25.87,24.8,0.0,0.0,21.12,27.6,Energy,Oil & Gas Midstream,NYQ,1,0,0,1,0,0,11,5,68,82,60,44,30,48,78,68,12,81,70
1227,MNSO,MINISO Group Holding Limited,5454060544,17.82,17.79,0.03,0.17,452900,1164848,0.39,21423592,2.3,7.92,18.01,18.35,19.18,19.31,19.63,12.51,27.71,Consumer Cyclical,Specialty Retail,NYQ,0,0,1,1,0,0,-3,24,31,50,91,35,51,25,11,30,10,113,63
1228,SITE,"SiteOne Landscape Supply, Inc.",5401337344,120.54,121.19,-0.65,-0.54,541500,505352,1.07,60109318,3.04,40.7,120.16,120.42,126.87,129.84,131.94,101.25,160.74,Industrials,Industrial Distribution,NYQ,0,0,0,0,0,0,-7,14,23,27,20,9,57,33,29,33,6,53,65
1229,VNT,Vontier Corporation,5472300032,37.0,37.3,-0.3,-0.8,1854100,948780,1.95,32864093,1.73,60.71,36.22,35.41,35.36,35.51,35.33,27.22,41.61,Technology,Scientific & Technical Instruments,NYQ,0,0,1,0,1,0,7,24,60,27,54,64,56,72,48,32,1,38,31
1230,AMTM,"Amentum Holdings, Inc.",5705901056,23.45,24.04,-0.59,-2.45,2825100,2339194,0.62,50323803,4.08,38.37,22.3,21.53,22.05,0.0,0.0,16.01,34.5,Industrials,Specialty Business Services,NYQ,0,0,0,0,1,1,8,81,62,12,5,44,90,88,83,18,6,68,104
1231,ESI,Element Solutions Inc,5567893504,22.79,22.96,-0.17,-0.74,4522800,2322012,1.95,48428645,2.04,34.69,21.91,21.82,23.1,23.41,23.76,16.77,29.78,Basic Materials,Specialty Chemicals,NYQ,1,0,0,0,1,0,-7,90,23,31,52,85,67,36,28,22,8,127,68
1232,USM,United States Cellular Corporation,5317732352,62.54,62.54,0.0,0.0,188900,234652,0.8,14777834,2.36,31.72,61.84,62.68,62.28,60.9,60.72,47.59,70.79,Communication Services,Telecom Services,NYQ,1,0,1,1,0,0,1,29,49,91,86,98,48,15,48,61,5,47,66
1233,CRVL,CorVel Corporation,5328762880,103.59,102.21,1.38,1.35,610800,151724,3.11,16609260,2.19,47.47,105.86,108.44,108.97,107.36,107.63,83.37,128.61,Financial Services,Insurance Brokers,NMS,1,0,0,1,0,0,-1,10,35,77,80,73,10,19,29,71,7,114,140
1234,LOPE,"Grand Canyon Education, Inc.",5375548928,189.45,186.81,2.64,1.41,364500,219384,1.35,41249754,2.59,45.44,188.81,186.99,176.04,171.16,167.15,130.69,202.28,Consumer Defensive,Education & Training Services,NMS,1,0,0,1,0,0,21,29,80,86,72,70,18,64,81,82,9,25,129
1235,RRR,"Red Rock Resorts, Inc.",5272730112,51.85,51.19,0.66,1.29,931900,689278,1.07,31914842,2.36,22.29,49.63,47.45,46.68,46.97,46.35,35.09,61.73,Consumer Cyclical,Resorts & Casinos,NMS,1,0,0,1,1,0,13,71,71,24,16,62,74,84,80,49,10,79,14
1236,ETOR,eToro Group Ltd.,5629586432,64.59,67.36,-2.77,-4.11,1530300,1975588,0.77,130140316,9.01,14.0,63.31,0.0,0.0,0.0,0.0,52.0,79.96,Financial Services,Capital Markets,NMS,0,0,0,0,0,0,24,43,83,50,44,44,64,84,86,72,7,17,15
1237,SEZL,Sezzle Inc.,5505553920,165.4,164.16,1.24,0.76,1110100,1118434,0.88,111120857,5.96,44.44,136.75,108.25,71.16,62.62,45.97,11.67,170.93,Financial Services,Credit Services,NCM,0,1,0,0,1,0,522,100,100,97,99,99,99,100,100,100,7,19,35
1238,BE,Bloom Energy Corporation,5185661952,22.18,22.33,-0.15,-0.67,5082300,5318148,0.56,102037140,4.45,27.24,21.39,20.61,19.93,19.32,18.84,9.02,29.82,Industrials,Electrical Equipment & Parts,NYQ,0,0,0,0,1,0,41,52,90,95,97,56,93,66,32,92,6,48,23
1239,FMC,FMC Corporation,5387350528,42.91,43.13,-0.22,-0.51,1556200,1992470,0.78,80053354,2.82,0.0,41.89,41.01,44.2,46.23,47.1,32.83,68.55,Basic Materials,Agricultural Inputs,NYQ,0,0,0,1,0,0,-11,33,18,15,13,15,81,54,28,17,8,40,110
1240,NXST,"Nexstar Media Group, Inc.",5200081920,172.48,173.28,-0.8,-0.46,613000,400116,1.14,64827568,2.39,30.55,170.21,167.06,162.96,162.0,160.25,141.66,191.86,Communication Services,Broadcasting,NMS,0,0,0,1,1,0,7,29,60,79,44,52,48,33,75,62,5,23,100
1241,TFX,Teleflex Incorporated,5279259648,119.47,119.58,-0.11,-0.09,712300,558680,1.27,70040798,2.16,7.94,120.89,125.77,149.93,159.61,168.23,115.94,249.91,Healthcare,Medical Instruments & Supplies,NYQ,0,0,0,0,0,0,-30,5,5,9,9,21,20,11,8,8,11,119,105
1242,AMG,"Affiliated Managers Group, Inc.",5619540480,197.67,192.16,5.51,2.87,415000,228476,1.81,40536801,1.85,30.28,184.57,178.98,175.07,173.91,171.63,139.22,199.52,Financial Services,Asset Management,NYQ,0,0,0,0,1,0,16,100,75,43,70,62,85,79,67,73,7,77,85
1243,WHR,Whirlpool Corporation,5348023296,96.17,95.45,0.72,0.75,1188300,1259144,0.94,103155009,2.55,37.31,89.36,86.34,90.96,92.75,93.66,73.72,135.49,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYQ,0,0,0,0,1,0,1,90,49,26,69,8,94,67,24,48,10,117,50
1244,OPCH,"Option Care Health, Inc.",5280841216,32.25,32.0,0.25,0.78,4207900,1934512,1.25,61980352,2.48,15.15,31.9,32.07,31.18,30.89,30.68,21.39,35.53,Healthcare,Medical Care Facilities,NMS,1,0,0,0,0,0,9,19,65,91,7,18,31,18,92,62,11,91,118
1245,LB,LandBridge Company LLC,5162902528,67.58,67.53,0.05,0.07,768000,404016,1.9,29650077,4.3,91.12,70.74,71.95,66.99,63.34,61.72,21.0,87.6,Energy,Oil & Gas Equipment & Services,NYQ,1,0,0,0,0,0,53,10,93,99,97,44,8,29,76,97,12,115,36
1246,SIGI,"Selective Insurance Group, Inc.",5226598400,86.0,85.96,0.04,0.05,777400,379556,1.72,33231791,2.29,21.76,86.25,86.94,88.48,89.23,89.88,78.13,103.56,Financial Services,Insurance - Property & Casualty,NMS,1,0,0,1,0,0,-6,10,25,41,36,24,23,21,32,32,7,29,126
1247,TXNM,"TXNM Energy, Inc.",5213011968,56.26,56.39,-0.13,-0.23,2637200,1534546,1.72,85299885,0.59,36.59,56.24,55.09,51.25,49.73,48.22,35.7,57.29,Utilities,Utilities - Regulated Electric,NYQ,0,0,1,0,0,0,24,5,83,90,80,24,28,59,81,88,3,33,132
1248,MARA,"MARA Holdings, Inc.",5289477632,15.03,15.27,-0.24,-1.57,39711500,45132122,0.88,676354441,5.35,20.51,15.07,14.9,15.76,16.14,16.36,9.81,30.28,Financial Services,Capital Markets,NCM,0,0,0,0,0,0,-3,29,31,9,52,87,58,81,13,17,7,17,15
1249,MOD,Modine Manufacturing Company,5330868736,101.34,101.75,-0.41,-0.4,1192200,914172,1.29,83520148,3.11,47.93,96.44,93.51,96.88,97.55,98.05,64.79,146.84,Consumer Cyclical,Auto Parts,NYQ,1,0,0,0,0,0,4,90,55,10,81,98,84,87,24,52,10,43,74
1250,ORA,"Ormat Technologies, Inc.",5180585472,84.15,85.4,-1.25,-1.46,1168400,470452,2.46,36205411,1.94,33.69,80.77,76.9,73.51,73.09,71.49,61.58,87.2,Utilities,Utilities - Renewable,NYQ,0,0,0,1,1,0,17,71,76,43,27,56,89,80,84,63,3,95,91
1251,OZK,Bank OZK,5311112192,47.16,47.34,-0.18,-0.38,603000,876556,0.59,38526379,1.98,25.26,45.69,44.98,44.54,44.27,43.99,35.71,53.64,Financial Services,Banks - Regional,NMS,0,0,0,0,1,0,14,76,72,70,60,27,70,66,71,73,7,55,76
1252,CHA,Chagee Holdings Limited,4877847552,26.26,26.06,0.2,0.77,548600,1781973,0.31,55565492,6.29,13.21,28.91,0.0,0.0,0.0,0.0,25.26,41.8,Consumer Cyclical,Restaurants,NMS,0,0,0,0,0,0,-19,14,11,50,44,44,3,6,19,19,10,82,71
1253,MAIN,Main Street Capital Corporation,5281224192,58.96,59.32,-0.36,-0.61,433100,541536,0.8,29672049,1.55,72.19,57.45,56.2,54.44,53.35,52.42,45.0,63.32,Financial Services,Asset Management,NYQ,0,0,1,0,1,0,15,48,74,82,81,84,68,60,71,75,7,77,85
1254,BCPC,Balchem Corporation,5164949504,158.35,158.69,-0.34,-0.21,398800,165780,1.92,26822036,1.79,11.57,161.52,162.84,163.94,163.38,163.59,145.7,186.03,Basic Materials,Specialty Chemicals,NMS,0,0,0,1,0,0,-3,5,31,62,57,66,14,27,38,52,8,127,68
1255,FFIN,"First Financial Bankshares, Inc.",5184138240,36.14,36.24,-0.1,-0.28,1486600,525628,2.52,18356440,2.37,34.24,35.67,35.3,35.34,35.11,34.96,28.35,44.66,Financial Services,Banks - Regional,NMS,0,0,0,0,0,0,6,10,59,72,70,36,57,50,47,75,7,55,76
1256,SPSC,"SPS Commerce, Inc.",5055931392,133.13,134.07,-0.94,-0.7,678900,317050,1.97,44340503,2.76,21.78,137.4,139.74,152.12,157.2,161.53,120.09,218.61,Technology,Software - Application,NMS,0,0,0,0,0,0,-18,5,12,11,36,52,11,36,10,14,1,59,94
1257,KRG,Kite Realty Group Trust,5117797888,22.67,22.78,-0.11,-0.48,3018700,1833962,1.65,40694497,1.77,39.58,22.51,22.32,22.62,22.67,22.71,18.52,28.24,Real Estate,REIT - Retail,NYQ,0,0,0,1,0,0,-1,10,35,39,66,58,51,54,33,56,13,105,107
1258,AMKR,"Amkor Technology, Inc.",5225234432,21.15,21.18,-0.03,-0.14,2357000,1922282,1.09,35768233,2.63,0.17,20.08,19.48,21.47,22.57,23.15,14.03,44.86,Technology,Semiconductor Equipment & Materials,NMS,0,0,0,1,1,0,-12,86,17,5,13,91,88,76,18,6,1,104,2
1259,UBSI,"United Bankshares, Inc.",5222094848,36.43,36.76,-0.33,-0.9,2408100,772048,2.17,27140127,1.74,31.51,35.8,35.48,35.49,35.36,35.28,30.51,44.43,Financial Services,Banks - Regional,NMS,1,0,0,0,0,0,7,29,60,57,67,44,48,62,42,68,7,55,76
1260,FNB,F.N.B. Corporation,5235177472,14.55,14.54,0.01,0.07,6387400,2851688,2.24,38883978,1.82,12.9,14.04,13.84,13.92,13.89,13.87,10.88,17.7,Financial Services,Banks - Regional,NYQ,1,0,0,1,1,0,8,86,62,50,67,64,67,67,47,62,7,55,76
1261,BULL,Webull Corporation,4998597632,10.83,11.31,-0.48,-4.24,7285700,9066098,0.79,127244362,6.02,60.84,11.34,12.72,13.04,12.83,13.26,9.54,79.56,Technology,Software - Application,NCM,0,0,1,1,0,0,-9,19,21,77,58,56,4,10,35,33,1,59,94
1262,CGNX,Cognex Corporation,5304533504,31.46,31.6,-0.14,-0.44,2909500,2123746,1.37,60408692,2.42,59.74,30.45,30.1,32.53,33.79,34.53,22.67,53.13,Technology,Scientific & Technical Instruments,NMS,0,0,0,0,0,0,-11,71,18,15,19,64,55,58,25,12,1,38,31
1263,TKR,The Timken Company,5121991168,73.21,74.03,-0.82,-1.11,1549300,604018,2.57,41629122,2.07,99.39,71.6,70.6,72.59,73.66,74.12,56.2,90.49,Industrials,Tools & Accessories,NYQ,1,0,0,0,1,0,-2,52,33,36,19,36,68,51,63,29,6,106,84
1264,AXSM,"Axsome Therapeutics, Inc.",5089074176,103.36,102.57,0.79,0.77,1181600,651484,1.39,69563550,3.3,69.63,104.75,106.69,104.99,102.59,101.93,72.21,139.13,Healthcare,Biotechnology,NGM,1,0,0,1,0,0,8,10,62,94,61,60,26,11,83,78,11,93,75
1265,TKC,Turkcell Iletisim Hizmetleri A.S.,4940922880,5.67,5.71,-0.04,-0.7,2067000,939154,2.2,5678536,1.82,26.67,5.96,6.11,6.34,6.33,6.4,5.54,8.47,Communication Services,Telecom Services,NYQ,0,0,0,0,0,0,-12,5,17,43,70,97,9,16,27,20,5,47,66
1266,PFSI,"PennyMac Financial Services, Inc.",5121929216,99.14,99.86,-0.72,-0.72,1479400,334812,4.41,32340918,1.99,9.59,96.95,97.16,98.63,98.3,98.73,85.74,119.13,Financial Services,Mortgage Finance,NYQ,0,0,0,1,0,0,-1,62,35,62,57,79,56,34,43,56,7,120,99
1267,OSCR,"Oscar Health, Inc.",5215796224,20.41,20.48,-0.07,-0.34,18375900,12961734,1.12,219373475,6.07,32.71,17.37,15.9,15.3,15.28,14.97,11.2,23.79,Healthcare,Healthcare Plans,NYQ,0,0,0,0,0,1,34,86,88,24,21,98,99,94,94,61,11,87,77
1268,WSC,WillScot Holdings Corporation,5176227840,28.38,27.95,0.43,1.54,2035200,1906434,0.94,50849062,2.98,8.89,27.39,27.61,30.55,31.85,32.85,21.91,43.8,Industrials,Rental & Leasing Services,NCM,0,0,0,1,0,0,-13,62,16,15,13,17,65,48,23,15,6,45,19
1269,QLYS,"Qualys, Inc.",5123069952,141.03,141.78,-0.75,-0.53,446800,321492,0.99,43056459,2.06,10.67,139.13,136.17,135.43,136.5,135.71,112.61,170.0,Technology,Software - Infrastructure,NMS,0,0,1,0,0,0,8,10,62,32,30,19,57,69,48,49,1,30,56
1270,CUZ,Cousins Properties Incorporated,5054879232,30.09,30.1,-0.01,-0.03,2183900,1506550,1.22,43048817,2.1,31.51,29.66,29.0,28.55,28.17,27.82,22.33,32.55,Real Estate,REIT - Office,NYQ,0,0,0,1,0,0,10,33,67,79,80,60,73,54,58,82,13,85,55
1271,ENIC,Enel Chile S.A.,5017682944,3.61,3.65,-0.04,-1.1,274500,1160900,0.21,4220530,2.4,10.0,3.6,3.56,3.31,3.22,3.14,2.51,4.05,Utilities,Utilities - Regulated Electric,NYQ,0,0,0,1,0,0,22,14,81,87,63,54,28,66,86,77,3,33,132
1272,BMA,Banco Macro S.A.,4580184576,71.59,71.78,-0.19,-0.26,129700,308882,0.42,26037754,4.25,0.0,76.09,80.79,81.98,79.4,80.35,42.23,118.42,Financial Services,Banks - Regional,NYQ,1,0,0,1,0,0,-1,10,35,86,97,98,3,16,11,78,7,55,76
1273,DJT,Trump Media & Technology Group Corp.,4821522432,17.4,17.82,-0.42,-2.36,8894200,8048634,1.08,174510049,5.89,23.71,19.61,21.36,24.71,25.61,26.95,11.75,54.68,Communication Services,Internet Content & Information,NGM,0,0,0,1,0,0,-22,5,9,8,95,97,3,12,2,3,5,57,62
